4.496644 0.005844 0.823830 0.532179
4.563758 0.136469 0.922392 -0.023941
4.630872 0.481820 0.846264 -0.046278
4.697987 0.199314 0.823616 0.414551
4.765101 0.008601 0.869929 0.117673
4.832215 0.317486 0.911164 0.003338
4.899329 0.358212 0.887682 -0.013692
4.966443 0.116458 0.874223 0.233848
5.033557 0.411566 0.867211 0.009327
5.100671 0.194657 0.802762 0.109543
5.167785 0.405319 0.862498 0.087451
5.234899 0.412670 0.919518 0.313051
5.302013 0.364684 0.818445 0.160753
5.369128 0.144721 0.889020 0.190270
5.436242 0.413798 0.806684 0.292864
5.503356 0.446921 0.843996 -0.178559
5.570470 0.368768 0.822445 -0.129226
5.637584 0.108536 0.714577 0.256672
5.704698 0.005274 0.861934 -0.092613
5.771812 0.090931 0.724410 0.231415
5.838926 0.331176 0.854658 0.219413
5.906040 0.139006 0.848595 0.477053
5.973154 0.328536 0.732343 0.046338
6.040268 0.135472 0.794839 0.146684
6.107383 0.385213 0.804078 0.211470
6.174497 0.088443 0.756712 0.720540
6.241611 0.439557 0.852937 0.106934
6.308725 0.318883 0.774588 0.447659
6.375839 0.366897 0.865108 0.468674
6.442953 0.394578 0.864005 -0.078242
6.510067 0.446758 0.801444 -0.186785
6.577181 0.349847 0.781237 -0.006263
6.644295 0.463087 0.839401 1.029336
6.711409 0.159040 0.804009 0.194817
6.778523 0.410255 0.861867 -0.131813
6.845638 0.499639 0.807866 0.391010
6.912752 0.451132 0.842120 0.030464
6.979866 0.164074 0.764993 0.108536
7.046980 0.002540 0.877152 0.672862
7.114094 0.405258 0.889690 -0.691502
7.181208 0.091486 0.800321 0.331848
7.248322 0.359458 0.876153 0.365561
7.315436 0.086642 0.848517 -0.029745
7.382550 0.267542 0.888896 0.825045
7.449664 0.364228 0.840879 0.245196
7.516779 0.176086 0.754432 -0.155583
7.583893 0.458665 0.851529 0.131028
7.651007 0.052482 0.777761 0.313371
7.718121 0.203483 0.860648 0.290024
7.785235 0.169528 0.752790 0.279045
7.852349 0.150314 0.795901 0.439904
7.919463 0.197191 0.878859 0.149788
7.986577 0.280401 0.825452 0.826730
8.053691 0.368779 0.932329 0.108344
8.120805 0.069132 0.838573 0.722764
8.187919 0.019327 0.887235 0.195281
8.255034 0.328003 0.867308 -0.083742
8.322148 0.416780 0.825645 -0.133489
8.389262 0.107851 0.804209 0.326883
8.456376 0.427766 0.822242 1.009346
8.523490 0.274045 0.857915 -0.331093
8.590604 0.338596 0.843639 0.881878
8.657718 0.442518 0.696613 0.106752
8.724832 0.162800 0.894957 0.032918
8.791946 0.180853 0.745329 0.501826
8.859060 0.390080 0.758078 -0.217965
8.926174 0.151838 0.868099 0.057749
8.993289 0.014959 0.790660 0.299465
9.060403 0.025305 0.838926 0.071126
9.127517 0.080616 0.770114 0.224355
9.194631 0.302881 0.798314 0.197311
9.261745 0.065515 0.843748 0.365118
9.328859 0.182646 0.893320 0.538276
9.395973 0.076909 0.739652 0.788098
9.463087 0.309912 0.827375 0.572640
9.530201 0.371347 0.883812 0.228904
9.597315 0.468352 0.879225 0.169368
9.664430 0.048359 0.827185 0.536762
9.731544 0.275927 0.910303 0.317080
9.798658 0.345439 0.828293 0.829561
9.865772 0.318969 0.864790 0.077157
9.932886 0.234881 0.731728 0.077376
10.000000 0.043587 0.870846 0.392564
